"Nom de la borne de recharge","Nom du parc","Adresse","Rue","Suite","Ville","Province","Code Postal","Région","Niveau de recharge","Latitude","Longitude","Coût","Mode de tarification","Type d’emplacement","Puissance (kW)"
"CECA-00071","BRCC - Saguenay Du Plein Air - Couche Tard","3103 rue du Plein air Saguenay QC G7K 1E5","3103 rue du Plein air",,"Saguenay","QC","G7K 1E5","Saguenay - Lac-Saint-Jean","BRCC",48.374055,-71.09194,12.39,"par palier (à partir de)","",50
"CEK-00526","BRCC - Saguenay Du Plein Air - Couche Tard","3103 rue du Plein air Saguenay QC G7K 1E5","3103 rue du Plein air",,"Saguenay","QC","G7K 1E5","Saguenay - Lac-Saint-Jean","BRCC",48.374055,-71.09194,15.27,"par palier (à partir de)","",100
"CEC-00292","BRCC - Saint-Alexis-des-Monts - Desjardins","41 rue Richard Saint-Alexis-des-Monts QC J0K 1V0","41, rue Richard",,"Saint-Alexis-des-Monts","QC","J0K 1V0","Mauricie","BRCC",46.462096,-73.141311,12.39,"par palier (à partir de)","",50
"CEL-00607","BRCC - Saint-Alexis-des-Monts - Desjardins","41 rue Richard Saint-Alexis-des-Monts QC J0K 1V0","41, rue Richard",,"Saint-Alexis-des-Monts","QC","J0K 1V0","Mauricie","BRCC",46.462096,-73.141311,12.39,"par palier (à partir de)","",50
"CEL-00612","BRCC - Saint-Alphonse-Rodriguez - Desjardins","789 QC. 343 St-Alphonse-Rodriguez QC J0K 1W0","789 QC. 343",,"St-Alphonse-Rodriguez","QC","J0K 1W0","Lanaudière","BRCC",46.183248,-73.696249,12.39,"par palier (à partir de)","",50
"CEK-00663","BRCC - Saint-Alphonse-Rodriguez - Desjardins","789 QC. 343 St-Alphonse-Rodriguez QC J0K 1W0","789 QC. 343",,"St-Alphonse-Rodriguez","QC","J0K 1W0","Lanaudière","BRCC",46.183248,-73.696249,15.27,"par palier (à partir de)","",100
"CECA-00061","BRCC - Saint-Ambroise - Dupont","55 rue du pont est  Saint-Ambroise QC G7P 2R1","55 rue du pont est ",,"Saint-Ambroise","QC","G7P 2R1","Saguenay - Lac-Saint-Jean","BRCC",48.55348,-71.321881,12.39,"par palier (à partir de)","",50
"CEC-00170","BRCC - Saint-Apollinaire - Shell","386 Rue Laurier Saint-Apollinaire QC G0S 2E0","386, Rue Laurier",,"Saint-Apollinaire","QC","G0S 2E0","Chaudière-Appalaches","BRCC",46.6180617,-71.5151502,12.39,"par palier (à partir de)","",50
"CEC-00171","BRCC - Saint-Apollinaire - Shell","386 Rue Laurier Saint-Apollinaire QC G0S 2E0","386, Rue Laurier",,"Saint-Apollinaire","QC","G0S 2E0","Chaudière-Appalaches","BRCC",46.6180617,-71.5151502,12.39,"par palier (à partir de)","",50
"CEC-00169","BRCC - Saint-Apollinaire - Shell","386 Rue Laurier Saint-Apollinaire QC G0S 2E0","386, Rue Laurier",,"Saint-Apollinaire","QC","G0S 2E0","Chaudière-Appalaches","BRCC",46.6180617,-71.5151502,12.39,"par palier (à partir de)","",50
"CEC-00167","BRCC - Saint-Apollinaire - Shell","386 Rue Laurier Saint-Apollinaire QC G0S 2E0","386, Rue Laurier",,"Saint-Apollinaire","QC","G0S 2E0","Chaudière-Appalaches","BRCC",46.6180617,-71.5151502,12.39,"par palier (à partir de)","",50
"CEC-00375","BRCC - Saint-Bruno - Saint-Hubert","2236 boul. Sir-Wilfrid-Laurier Saint-Bruno-de-Montarville QC J3V 4P6","2236, boul. Sir-Wilfrid-Laurier",,"Saint-Bruno-de-Montarville","QC","J3V 4P6","Montérégie","BRCC",45.5207,-73.3172,12.39,"par palier (à partir de)","",50
"CEC-00399","BRCC - Saint-Bruno - Saint-Hubert","2236 boul. Sir-Wilfrid-Laurier Saint-Bruno-de-Montarville QC J3V 4P6","2236, boul. Sir-Wilfrid-Laurier",,"Saint-Bruno-de-Montarville","QC","J3V 4P6","Montérégie","BRCC",45.5207,-73.3172,15.27,"par palier (à partir de)","",100
"CEC-00192","BRCC - Saint-Charles-sur-Richelieu - Hôtel de Ville","405 chemin des Patriotes St-Charles-sur-Richelieu QC J0H 2G0","405 chemin des Patriotes",,"St-Charles-sur-Richelieu","QC","J0H 2G0","Montérégie","BRCC",45.684167,-73.18725,12.39,"par palier (à partir de)","",50
"CEL-00496","BRCC - Saint-Constant - Couche-Tard","3 boulevard Monchamp Saint-Constant QC J5A 2H4","3 boulevard Monchamp",,"Saint-Constant","QC","J5A 2H4","Montérégie","BRCC",45.3922,-73.5819,12.39,"par palier (à partir de)","",50
"CEK-00465","BRCC - Saint-Constant - Couche-Tard","3 boulevard Monchamp Saint-Constant QC J5A 2H4","3 boulevard Monchamp",,"Saint-Constant","QC","J5A 2H4","Montérégie","BRCC",45.3922,-73.5819,15.27,"par palier (à partir de)","",100
"CEC-00236","BRCC - Saint-Eustache-Arthur-Sauvé","575 Boulevard Arthur Sauvé Saint-Eustache QC J7P 4X5","575 Boulevard Arthur Sauvé",,"Saint-Eustache","QC","J7P 4X5","Laurentides","BRCC",45.576271,-73.914724,12.39,"par palier (à partir de)","",50
"CEC-00234","BRCC - Saint-Eustache-Arthur-Sauvé","575 Boulevard Arthur Sauvé Saint-Eustache QC J7P 4X5","575 Boulevard Arthur Sauvé",,"Saint-Eustache","QC","J7P 4X5","Laurentides","BRCC",45.576271,-73.914724,12.39,"par palier (à partir de)","",50
"CEC-00235","BRCC - Saint-Eustache-Arthur-Sauvé","575 Boulevard Arthur Sauvé Saint-Eustache QC J7P 4X5","575 Boulevard Arthur Sauvé",,"Saint-Eustache","QC","J7P 4X5","Laurentides","BRCC",45.576271,-73.914724,12.39,"par palier (à partir de)","",50
"CEC-00233","BRCC - Saint-Eustache-Arthur-Sauvé","575 Boulevard Arthur Sauvé Saint-Eustache QC J7P 4X5","575 Boulevard Arthur Sauvé",,"Saint-Eustache","QC","J7P 4X5","Laurentides","BRCC",45.576271,-73.914724,12.39,"par palier (à partir de)","",50
"CEC-00151","BRCC - Saint-Félicien - Caisse Desjardins","1297 boul. du Sacré Cœur Saint-Félicien QC G8K 2P8","1297 boul. du Sacré Cœur",,"Saint-Félicien","QC","G8K 2P8","Saguenay - Lac-Saint-Jean","BRCC",48.655278,-72.4495,9.29,"par palier (à partir de)","",50
"CEL-00604","BRCC - Saint-Félicien - Caisse Desjardins","1297 boul. du Sacré Cœur Saint-Félicien QC G8K 2P8","1297 boul. du Sacré Cœur",,"Saint-Félicien","QC","G8K 2P8","Saguenay - Lac-Saint-Jean","BRCC",48.655278,-72.4495,12.39,"par palier (à partir de)","",50
"CEK-00486","BRCC - Saint-Hubert - Uniprix","5125 boul. Cousineau St-Hubert QC J3Y 3K7","5125 boul. Cousineau",,"St-Hubert","QC","J3Y 3K7","Montérégie","BRCC",45.5023,-73.4275,15.27,"par palier (à partir de)","",100
"CECA-00070","BRCC - Saint-Hubert - Uniprix","5125 boul. Cousineau St-Hubert QC J3Y 3K7","5125 boul. Cousineau",,"St-Hubert","QC","J3Y 3K7","Montérégie","BRCC",45.5023,-73.4275,12.39,"par palier (à partir de)","",50
"CEK-00577","BRCC - Saint-Jean-sur-Richelieu -  Quality hotel Centre de congrès","725 Boulevard du Séminaire Nord Saint-Jean-sur-Richelieu QC J3B 5M2","725, Boulevard du Séminaire Nord",,"Saint-Jean-sur-Richelieu","QC","J3B 5M2","Montérégie","BRCC",45.3250496,-73.2670648,15.27,"par palier (à partir de)","",100
"CEL-00571","BRCC - Saint-Jean-sur-Richelieu -  Quality hotel Centre de congrès","725 Boulevard du Séminaire Nord Saint-Jean-sur-Richelieu QC J3B 5M2","725, Boulevard du Séminaire Nord",,"Saint-Jean-sur-Richelieu","QC","J3B 5M2","Montérégie","BRCC",45.3250496,-73.2670648,12.39,"par palier (à partir de)","",50
"CEL-00558","BRCC - Saint-Joseph-de-Beauce - SAQ","1021 avenue du Palais St-Joseph-de-Beauce QC G0S 2V0","1021 avenue du Palais",,"St-Joseph-de-Beauce","QC","G0S 2V0","Chaudière-Appalaches","BRCC",46.3029187391558,-70.8726442654122,12.39,"par palier (à partir de)","",50
"CEK-00552","BRCC - Saint-Joseph-de-Beauce - SAQ","1021 avenue du Palais St-Joseph-de-Beauce QC G0S 2V0","1021 avenue du Palais",,"St-Joseph-de-Beauce","QC","G0S 2V0","Chaudière-Appalaches","BRCC",46.3029187391558,-70.8726442654122,15.27,"par palier (à partir de)","",100
"CEK-00551","BRCC - Saint-Joseph-de-Beauce - SAQ","1021 avenue du Palais St-Joseph-de-Beauce QC G0S 2V0","1021 avenue du Palais",,"St-Joseph-de-Beauce","QC","G0S 2V0","Chaudière-Appalaches","BRCC",46.3029187391558,-70.8726442654122,15.27,"par palier (à partir de)","",100
"CECA-00015","BRCC - Saint-Jérôme - Gare de train","280 rue Latour Saint-Jérôme QC J7Z 2G7","280, rue Latour",,"Saint-Jérôme","QC","J7Z 2G7","Laurentides","BRCC",45.77439461545589,-73.99910557808845,12.39,"par palier (à partir de)","",50
"CECA-00023","BRCC - Saint-Jérôme - Gare de train","280 rue Latour Saint-Jérôme QC J7Z 2G7","280, rue Latour",,"Saint-Jérôme","QC","J7Z 2G7","Laurentides","BRCC",45.77439461545589,-73.99910557808845,12.39,"par palier (à partir de)","",50
"CEC-00318","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,12.39,"par palier (à partir de)","",50
"CEC-00329","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,12.39,"par palier (à partir de)","",50
"CEC-00331","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,12.39,"par palier (à partir de)","",50
"CEC-00360","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,15.27,"par palier (à partir de)","",100
"CEC-00363","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,15.27,"par palier (à partir de)","",100
"CECC-00001","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,0,"par heure","",125
"CECC-00002","BRCC - Saint-Jérôme - Porte du Nord","990 Autoroute des Laurentides Saint-Jérôme QC J5L 2S4","990 Autoroute des Laurentides",,"Saint-Jérôme","QC","J5L 2S4","Laurentides","BRCC",45.8416,-74.0686,0,"par heure","",125
"CEK-00515","BRCC - Saint-Lambert - Stationnement Riverside","500 Rue Riverside Saint-Lambert QC J4P 1B3","500, Rue Riverside",,"Saint-Lambert","QC","J4P 1B3","Montérégie","BRCC",45.50730470000001,-73.5185676,15.27,"par palier (à partir de)","",100
"CECA-00068","BRCC - Saint-Lambert - Stationnement Riverside","500 Rue Riverside Saint-Lambert QC J4P 1B3","500, Rue Riverside",,"Saint-Lambert","QC","J4P 1B3","Montérégie","BRCC",45.50730470000001,-73.5185676,12.39,"par palier (à partir de)","",50
"CEC-00383","BRCC - Saint-Lambert-de-Lauzon-SAQ","1256 Rue du Pont Saint-Lambert-de-Lauzon QC G0S 2W0","1256, Rue du Pont",,"Saint-Lambert-de-Lauzon","QC","G0S 2W0","Chaudière-Appalaches","BRCC",46.5937265,-71.2062734,15.27,"par palier (à partir de)","",100
"CECA-00006","BRCC - Saint-Lambert-de-Lauzon-SAQ","1256 Rue du Pont Saint-Lambert-de-Lauzon QC G0S 2W0","1256, Rue du Pont",,"Saint-Lambert-de-Lauzon","QC","G0S 2W0","Chaudière-Appalaches","BRCC",46.5937265,-71.2062734,12.39,"par palier (à partir de)","",50
"CEC-00133","BRCC - Saint-Louis-de-Blandford - Ultramar Halte routière Sortie 228","185 2ième rang (Sortie 228 de autoroute 20) St-Louis de Blandford QC G0Z 1B0","185 2ième rang (Sortie 228 de autoroute 20)",,"St-Louis de Blandford","QC","G0Z 1B0","Centre-du-Québec","BRCC",46.218697,-72.054096,12.39,"par palier (à partir de)","",50
"CEC-00132","BRCC - Saint-Louis-de-Blandford - Ultramar Halte routière Sortie 228","185 2ième rang (Sortie 228 de autoroute 20) St-Louis de Blandford QC G0Z 1B0","185 2ième rang (Sortie 228 de autoroute 20)",,"St-Louis de Blandford","QC","G0Z 1B0","Centre-du-Québec","BRCC",46.218697,-72.054096,12.39,"par palier (à partir de)","",50
"CEC-00131","BRCC - Saint-Louis-de-Blandford - Ultramar Halte routière Sortie 228","185 2ième rang (Sortie 228 de autoroute 20) St-Louis de Blandford QC G0Z 1B0","185 2ième rang (Sortie 228 de autoroute 20)",,"St-Louis de Blandford","QC","G0Z 1B0","Centre-du-Québec","BRCC",46.218697,-72.054096,12.39,"par palier (à partir de)","",50
"CEC-00130","BRCC - Saint-Louis-de-Blandford - Ultramar Halte routière Sortie 228","185 2ième rang (Sortie 228 de autoroute 20) St-Louis de Blandford QC G0Z 1B0","185 2ième rang (Sortie 228 de autoroute 20)",,"St-Louis de Blandford","QC","G0Z 1B0","Centre-du-Québec","BRCC",46.218697,-72.054096,12.39,"par palier (à partir de)","",50
"CEC-00245","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,12.39,"par palier (à partir de)","",50
"CEC-00246","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,12.39,"par palier (à partir de)","",50
"CEC-00244","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,12.39,"par palier (à partir de)","",50
"CEC-00247","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,12.39,"par palier (à partir de)","",50
"CEK-00484","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,15.27,"par palier (à partir de)","",100
"CEK-00485","BRCC - Saint-Léonard-d'Aston - Madrid 2.0","180 Rang du Moulin Rouge Saint-Léonard-d'Aston QC J0C 1M0","180, Rang du Moulin Rouge",,"Saint-Léonard-d'Aston","QC","J0C 1M0","Centre-du-Québec","BRCC",46.0580051,-72.3118906,15.27,"par palier (à partir de)","",100
"CEC-00051","BRCC - Saint-Maxime-du-Mont-Louis - Uniprix Santé Dany Bergeron","19 1ere Avenue Ouest St-Maxime-du-Mont-Louis QC G0E 1T0","19, 1ere Avenue Ouest",,"St-Maxime-du-Mont-Louis","QC","G0E 1T0","Gaspésie-Îles-de-la-Madeleine","BRCC",49.228842,-65.735214,12.39,"par palier (à partir de)","",50
"CEC-00193","BRCC - Saint-Ours - Marché Tradition","2471 Rue Immaculée-Conception Saint-Ours QC J0G 1P0","2471 Rue Immaculée-Conception","","Saint-Ours","QC","J0G 1P0","Montérégie","BRCC",45.89201,-73.148464,12.39,"par palier (à partir de)","",50
"CEL-00608","BRCC - Saint-Ours - Marché Tradition","2471 Rue Immaculée-Conception Saint-Ours QC J0G 1P0","2471 Rue Immaculée-Conception","","Saint-Ours","QC","J0G 1P0","Montérégie","BRCC",45.89201,-73.148464,12.39,"par palier (à partir de)","",50
"CEC-00342","BRCC - Saint-Pascal - Super Soir","217 rue Rochette Saint-Pascal QC G0L 3Y0","217 rue Rochette",,"Saint-Pascal","QC","G0L 3Y0","Bas-Saint-Laurent","BRCC",47.5303,-69.8195,12.39,"par palier (à partir de)","",50
"CEC-00378","BRCC - Saint-Pascal - Super Soir","217 rue Rochette Saint-Pascal QC G0L 3Y0","217 rue Rochette",,"Saint-Pascal","QC","G0L 3Y0","Bas-Saint-Laurent","BRCC",47.5303,-69.8195,15.27,"par palier (à partir de)","",100
"CEK-00473","BRCC - Saint-Philippe - Hôtel-de-Ville","175 chemin Sanguinet Saint-Philippe QC J0L 2K0","175 chemin Sanguinet",,"Saint-Philippe","QC","J0L 2K0","Montérégie","BRCC",45.372,-73.4901,15.27,"par palier (à partir de)","",100
"CECA-00054","BRCC - Saint-Philippe - Hôtel-de-Ville","175 chemin Sanguinet Saint-Philippe QC J0L 2K0","175 chemin Sanguinet",,"Saint-Philippe","QC","J0L 2K0","Montérégie","BRCC",45.372,-73.4901,12.39,"par palier (à partir de)","",50
"CEK-00655","BRCC - Saint-Rémi-Desjardins","810 Rue Notre Dame Saint-Rémi QC J0L 2L0","810 Rue Notre Dame",,"Saint-Rémi","QC","J0L 2L0","Montérégie","BRCC",45.260558940105085,-73.61842149203233,15.27,"par palier (à partir de)","",100
"CECA-00046","BRCC - Saint-Rémi-Desjardins","810 Rue Notre Dame Saint-Rémi QC J0L 2L0","810 Rue Notre Dame",,"Saint-Rémi","QC","J0L 2L0","Montérégie","BRCC",45.260558940105085,-73.61842149203233,12.39,"par palier (à partir de)","",50
"CEC-00461","BRCC - Saint-Sauveur - SAQ","226 chemin du Lac-Millette Saint-Sauveur QC J0R 1R3","226 chemin du Lac-Millette",,"Saint-Sauveur","QC","J0R 1R3","Laurentides","BRCC",45.8907,-74.1519,15.27,"par palier (à partir de)","",100
"CEL-00475","BRCC - Saint-Sauveur - SAQ","226 chemin du Lac-Millette Saint-Sauveur QC J0R 1R3","226 chemin du Lac-Millette",,"Saint-Sauveur","QC","J0R 1R3","Laurentides","BRCC",45.8907,-74.1519,12.39,"par palier (à partir de)","",50
"CECA-00003","BRCC - Saint-Tite - Shell","655 Québec 153 Saint-Tite QC G0X 3H0","655, Québec 153",,"Saint-Tite","QC","G0X 3H0","Mauricie","BRCC",46.7313872,-72.57192620000001,12.39,"par palier (à partir de)","",50
"CEC-00384","BRCC - Saint-Tite - Shell","655 Québec 153 Saint-Tite QC G0X 3H0","655, Québec 153",,"Saint-Tite","QC","G0X 3H0","Mauricie","BRCC",46.7313872,-72.57192620000001,15.27,"par palier (à partir de)","",100
"CEK-00513","BRCC - Sainte-Agathe-des-Monts - Couche-Tard","5787 route 117 Sainte-Agathe-des-Monts QC J8C 2Z8","5787 route 117",,"Sainte-Agathe-des-Monts","QC","J8C 2Z8","Laurentides","BRCC",46.0651,-74.3027,15.27,"par palier (à partir de)","",100
"CEL-00520","BRCC - Sainte-Agathe-des-Monts - Couche-Tard","5787 route 117 Sainte-Agathe-des-Monts QC J8C 2Z8","5787 route 117",,"Sainte-Agathe-des-Monts","QC","J8C 2Z8","Laurentides","BRCC",46.0651,-74.3027,12.39,"par palier (à partir de)","",50
"CECA-00049","BRCC - Sainte-Anne-de-la-Pérade - Info Touristique","8 Rue Marcotte Sainte-Anne-de-la-Pérade QC G0X 2J0","8, Rue Marcotte",,"Sainte-Anne-de-la-Pérade","QC","G0X 2J0","Mauricie","BRCC",46.5715286,-72.20526260000001,12.39,"par palier (à partir de)","",50
"CECA-00022","BRCC - Sainte-Anne-de-la-Pérade - Info Touristique","8 Rue Marcotte Sainte-Anne-de-la-Pérade QC G0X 2J0","8, Rue Marcotte",,"Sainte-Anne-de-la-Pérade","QC","G0X 2J0","Mauricie","BRCC",46.5715286,-72.20526260000001,12.39,"par palier (à partir de)","",50
"CEC-00054","BRCC - Sainte-Anne-des-Monts  - Bureau d’accueil touristique","96 Blv Ste-Anne Ouest  Ste-Anne-des-Monts  QC G4V 1R3","96 Blv Ste-Anne Ouest ",,"Ste-Anne-des-Monts ","QC","G4V 1R3","Gaspésie-Îles-de-la-Madeleine","BRCC",49.12441822687367,-66.49053596466821,12.39,"par palier (à partir de)","",50
"CECA-00051","BRCC - Sainte-Catherine-des-Écluses - Burger King-1","1580 Boulevard des Écluses Sainte-Catherine QC J5C 2B4","1580, Boulevard des Écluses",,"Sainte-Catherine","QC","J5C 2B4","Montérégie","BRCC",45.3889727,-73.5572954,12.39,"par palier (à partir de)","",50
"CECA-00056","BRCC - Sainte-Catherine-des-Écluses - Burger King-1","1580 Boulevard des Écluses Sainte-Catherine QC J5C 2B4","1580, Boulevard des Écluses",,"Sainte-Catherine","QC","J5C 2B4","Montérégie","BRCC",45.3889727,-73.5572954,12.39,"par palier (à partir de)","",50
"CEK-00632","BRCC - Sainte-Croix","6377 Rue Garneau Sainte-Croix QC G0S 2H0","6377, Rue Garneau",,"Sainte-Croix","QC","G0S 2H0","Chaudière-Appalaches","BRCC",46.62014419752654,-71.74239672265753,15.27,"par palier (à partir de)","",100
"CECA-00058","BRCC - Sainte-Croix","6377 Rue Garneau Sainte-Croix QC G0S 2H0","6377, Rue Garneau",,"Sainte-Croix","QC","G0S 2H0","Chaudière-Appalaches","BRCC",46.62014419752654,-71.74239672265753,12.39,"par palier (à partir de)","",50
"CEC-00149","BRCC - Sainte-Jeanne-d’Arc - Crevier","418 Route 169 Sainte-Jeanne-d'Arc QC G0W 1E0","418 Route 169",,"Sainte-Jeanne-d'Arc","QC","G0W 1E0","Saguenay - Lac-Saint-Jean","BRCC",48.857444,-72.099139,12.39,"par palier (à partir de)","",50
"CEL-00605","BRCC - Sainte-Jeanne-d’Arc - Crevier","418 Route 169 Sainte-Jeanne-d'Arc QC G0W 1E0","418 Route 169",,"Sainte-Jeanne-d'Arc","QC","G0W 1E0","Saguenay - Lac-Saint-Jean","BRCC",48.857444,-72.099139,12.39,"par palier (à partir de)","",50
"CEC-00261","BRCC - Sainte-Julienne-Shell","1175 route 125 Sainte-Julienne QC J0K 2T0","1175 route 125",,"Sainte-Julienne","QC","J0K 2T0","Lanaudière","BRCC",45.956944,-73.705,12.39,"par palier (à partir de)","",50
"CEC-00260","BRCC - Sainte-Julienne-Shell","1175 route 125 Sainte-Julienne QC J0K 2T0","1175 route 125",,"Sainte-Julienne","QC","J0K 2T0","Lanaudière","BRCC",45.956944,-73.705,12.39,"par palier (à partir de)","",50
"CEC-00126","BRCC - Sainte-Émelie de l’Énergie","480 rue Desrosiers Sainte-Émélie-de-l'Énergie QC J0K 2K0","480 rue Desrosiers",,"Sainte-Émélie-de-l'Énergie","QC","J0K 2K0","Lanaudière","BRCC",46.323417,-73.642056,12.39,"par palier (à partir de)","",50
"CEL-00614","BRCC - Sainte-Émelie de l’Énergie","480 rue Desrosiers Sainte-Émélie-de-l'Énergie QC J0K 2K0","480 rue Desrosiers",,"Sainte-Émélie-de-l'Énergie","QC","J0K 2K0","Lanaudière","BRCC",46.323417,-73.642056,12.39,"par palier (à partir de)","",50
"CEK-00646","BRCC - Salaberry-de-Valleyfield - Shell","1130 boul. Monseigneur Langlois Salaberry-de-Valleyfield QC J6S 5Y6","1130 boul. Monseigneur Langlois",,"Salaberry-de-Valleyfield","QC","J6S 5Y6","Montérégie","BRCC",45.26934,-74.13616,15.27,"par palier (à partir de)","",100
"CEL-00627","BRCC - Salaberry-de-Valleyfield - Shell","1130 boul. Monseigneur Langlois Salaberry-de-Valleyfield QC J6S 5Y6","1130 boul. Monseigneur Langlois",,"Salaberry-de-Valleyfield","QC","J6S 5Y6","Montérégie","BRCC",45.26934,-74.13616,12.39,"par palier (à partir de)","",50
"CEL-00597","BRCC - Salaberry-de-Valleyfield - Shell","1130 boul. Monseigneur Langlois Salaberry-de-Valleyfield QC J6S 5Y6","1130 boul. Monseigneur Langlois",,"Salaberry-de-Valleyfield","QC","J6S 5Y6","Montérégie","BRCC",45.26934,-74.13616,12.39,"par palier (à partir de)","",50
"CEC-00374","BRCC - Scotstown - Charcuterie Scotstown","40 chemin Victoria Ouest Scotstown QC J0B 3B0","40 chemin Victoria Ouest",,"Scotstown","QC","J0B 3B0","Estrie","BRCC",45.5252,-71.2777,12.39,"par palier (à partir de)","",50
"CEK-00584","BRCC - Scotstown - Charcuterie Scotstown","40 chemin Victoria Ouest Scotstown QC J0B 3B0","40 chemin Victoria Ouest",,"Scotstown","QC","J0B 3B0","Estrie","BRCC",45.5252,-71.2777,15.27,"par palier (à partir de)","",100
"CEC-00335","BRCC - Senneterre - Ultramar","560 6e rue Ouest Senneterre QC J0Y 2M0","560 6e rue Ouest",,"Senneterre","QC","J0Y 2M0","Abitibi-Témiscamingue","BRCC",48.385858,-77.24993,12.39,"par palier (à partir de)","",50
"CEK-00582","BRCC - Senneterre - Ultramar","560 6e rue Ouest Senneterre QC J0Y 2M0","560 6e rue Ouest",,"Senneterre","QC","J0Y 2M0","Abitibi-Témiscamingue","BRCC",48.385858,-77.24993,15.27,"par palier (à partir de)","",100
"CECI-01104","BRCC - Sepaq Le Domaine","km 330 route 117 Montcerf-Lytton QC J0W 1N0","km 330, route 117",,"Montcerf-Lytton","QC","J0W 1N0","Outaouais","BRCC",47.040782,-76.534342,0,"par session","",24
"CECI-01204","BRCC - Sepaq Le Domaine","km 330 route 117 Montcerf-Lytton QC J0W 1N0","km 330, route 117",,"Montcerf-Lytton","QC","J0W 1N0","Outaouais","BRCC",47.040782,-76.534342,0,"par session","",24
"CEC-00161","BRCC - Sept-iles - Bureau d'information touristique","1401 Boulevard Laure Sept-Îles QC G4R 4K1","1401 Boulevard Laure",,"Sept-Îles","QC","G4R 4K1","Côte-Nord","BRCC",50.2438638,-66.3970337,12.39,"par palier (à partir de)","",50
"CEC-00162","BRCC - Sept-iles - Bureau d'information touristique","1401 Boulevard Laure Sept-Îles QC G4R 4K1","1401 Boulevard Laure",,"Sept-Îles","QC","G4R 4K1","Côte-Nord","BRCC",50.2438638,-66.3970337,12.39,"par palier (à partir de)","",50
"CEC-00178","BRCC - Shawinigan - Place Biermans (Super station)","1553 Boulevard Hubert-Biermans Shawinigan QC G9N 8L2","1553, Boulevard Hubert-Biermans",,"Shawinigan","QC","G9N 8L2","Mauricie","BRCC",46.5748751,-72.7201403,12.39,"par palier (à partir de)","",50
"CEC-00176","BRCC - Shawinigan - Place Biermans (Super station)","1553 Boulevard Hubert-Biermans Shawinigan QC G9N 8L2","1553, Boulevard Hubert-Biermans",,"Shawinigan","QC","G9N 8L2","Mauricie","BRCC",46.5748751,-72.7201403,12.39,"par palier (à partir de)","",50
"CEC-00179","BRCC - Shawinigan - Place Biermans (Super station)","1553 Boulevard Hubert-Biermans Shawinigan QC G9N 8L2","1553, Boulevard Hubert-Biermans",,"Shawinigan","QC","G9N 8L2","Mauricie","BRCC",46.5748751,-72.7201403,12.39,"par palier (à partir de)","",50
